,Course_Group,Mode_Group,pre_q_group,ord_group,Mq_Group,Fq_Group,Mo_Group,Fo_Group,Previous qualification (grade),Admission grade,Displaced,Debtor,Gender,Scholarship holder,Age at enrollment,Marital status,Daytime/evening attendance	,Tuition fees up to date,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),notpass_1,notpass_2,Target
210,High,High,1,0.0,High,Mid,Mid2,Mid1,131.0,128.3,1,0,0,1,18,1,1,1,7,12.642857142857142,7,12.642857142857142,1,1,Graduate
211,High,High,1,0.0,Mid,Mid,Mid2,Mid2,149.0,136.0,0,0,0,1,18,1,1,1,6,12.916666666666666,6,12.916666666666666,1,1,Graduate
212,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid1,140.0,140.0,1,0,0,1,20,1,1,1,6,15.625,6,15.857142857142858,0,0,Graduate
213,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,126.3,0,0,0,1,26,1,0,1,0,0.0,0,0.0,5,5,Dropout
214,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,122.0,126.9,0,0,0,0,21,1,1,1,6,11.714285714285714,6,12.0,0,0,Graduate
216,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,121.0,115.8,1,0,0,1,19,1,1,1,5,11.6,5,11.6,0,0,Graduate
217,Mid2,Low,1,0.0,Mid,Mid,Mid1,Mid2,120.0,100.0,1,0,0,0,24,1,0,1,1,10.0,0,0.0,5,6,Dropout
218,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid1,133.1,102.5,0,0,0,1,27,1,0,1,1,10.0,0,0.0,5,6,Dropout
219,Mid2,Mid,1,0.0,Mid,Mid,Mid1,Mid2,121.0,131.5,0,0,0,0,21,1,1,1,0,0.0,2,13.5,5,3,Dropout
220,Mid1,High,1,0.0,High,High,Mid2,Mid2,133.0,147.0,0,0,0,1,18,1,1,1,4,13.0,3,12.333333333333334,1,2,Graduate
221,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,134.0,122.5,0,0,0,1,19,2,1,1,6,13.333333333333334,6,14.5,0,0,Graduate
222,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,115.0,117.5,1,0,0,0,18,1,1,1,4,11.25,2,12.5,2,4,Dropout
223,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,127.0,150.0,0,0,0,1,19,1,1,1,5,13.85,7,12.19285714285714,2,1,Graduate
224,High,Mid,1,0.0,Mid,High,Mid2,Mid2,135.0,127.5,1,0,0,1,19,1,1,1,6,13.741666666666667,7,14.9125,1,1,Graduate
225,Low,Low,1,,Mid,Low,Mid2,Mid2,140.0,140.0,0,0,0,0,33,2,0,1,6,15.333333333333334,5,15.8,0,0,Graduate
226,Mid1,Low,0,1.0,Mid,Mid,Mid2,Mid2,130.0,130.0,0,0,0,0,45,2,1,1,5,11.0,5,13.8,0,0,Graduate
227,High,High,1,0.0,Mid,Mid,Mid2,Mid2,135.0,133.3,0,0,0,1,20,1,1,1,6,12.0,6,12.857142857142858,0,0,Graduate
228,Mid1,Low,1,0.0,Low,Low,Low,Low,140.0,97.0,1,0,0,0,28,1,1,1,0,0.0,0,0.0,5,5,Dropout
229,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,112.0,1,0,0,1,19,1,1,1,7,11.571428571428571,7,11.571428571428571,1,1,Graduate
230,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,123.6,1,0,0,0,18,1,1,1,6,12.857142857142858,3,12.666666666666666,0,3,Graduate
231,Mid1,Low,0,1.0,Mid,Mid,Mid2,Mid2,133.1,130.5,0,0,0,0,38,1,1,1,0,0.0,0,0.0,6,6,Dropout
232,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,135.0,133.3,0,0,0,0,19,1,1,1,5,13.0,5,13.2,0,0,Graduate
233,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,123.0,132.1,0,0,0,1,21,1,1,1,5,11.0,5,12.0,1,1,Graduate
234,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,133.1,100.0,0,0,0,0,21,1,1,1,3,12.0,1,15.0,2,4,Dropout
235,High,High,1,0.0,High,Mid,Mid2,Mid2,154.0,140.4,0,0,0,1,22,1,1,1,5,12.6,6,13.0,1,0,Graduate
236,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,148.0,141.7,0,0,0,1,18,1,1,1,5,13.4,6,13.166666666666666,1,0,Graduate
237,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.0,119.7,0,0,0,1,18,1,1,1,6,11.333333333333334,6,11.571428571428571,0,0,Graduate
238,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,126.0,122.5,1,0,0,0,25,1,1,0,4,13.5,4,14.25,1,1,Dropout
239,Mid2,Low,0,,Mid,Mid,Mid2,Mid2,133.1,140.0,0,1,0,0,24,1,1,0,3,11.75,3,10.333333333333334,3,3,Dropout
242,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,118.0,119.1,1,0,0,1,20,1,1,1,5,11.6,5,13.6,0,0,Graduate
243,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid1,120.0,122.7,0,0,0,0,25,1,1,0,0,0.0,0,0.0,5,5,Dropout
244,Mid1,High,1,0.0,High,Mid,Mid2,Mid2,127.0,117.9,0,0,0,1,20,1,1,1,9,12.9,10,12.363636363636363,1,0,Graduate
245,High,Low,0,1.0,Mid,High,Mid2,Mid2,130.0,130.0,0,0,0,0,23,1,1,1,8,13.22,8,13.22,0,0,Graduate
246,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,129.0,120.0,1,0,0,1,19,1,1,1,7,13.151428571428571,7,13.151428571428571,1,1,Graduate
247,Mid1,Mid,1,,Mid,Mid,Mid2,Mid2,130.0,130.0,0,1,0,0,29,1,1,0,3,12.75,3,11.333333333333334,3,3,Dropout
248,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,121.0,116.8,1,0,0,0,21,1,1,1,6,11.333333333333334,4,12.25,0,2,Graduate
249,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,136.0,123.4,1,0,0,1,18,1,1,1,6,13.25,5,14.142857142857142,0,1,Graduate
251,Mid2,High,1,0.0,High,Mid,Mid2,Mid2,131.0,127.2,1,0,0,1,18,1,1,1,6,15.0,6,12.833333333333334,0,0,Dropout
252,Mid2,High,1,0.0,Low,Mid,Low,Mid2,122.0,103.4,0,0,0,0,19,1,1,1,5,14.4,5,13.0,0,0,Graduate
254,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid1,136.0,124.1,0,0,0,0,18,1,1,1,5,12.4,5,10.8,0,0,Graduate
255,Mid1,Low,0,,High,Mid,Mid2,Mid2,133.1,99.5,1,1,0,1,37,2,1,0,1,16.0,0,0.0,6,7,Dropout
256,Low,Mid,1,,Mid,Mid,Mid2,Mid2,127.0,124.9,0,0,0,0,29,1,0,1,5,13.571428571428571,5,12.333333333333334,0,0,Graduate
258,High,High,1,0.0,Mid,Mid,Mid2,Mid2,121.0,118.9,1,0,0,1,19,1,1,1,5,11.666666666666666,5,12.666666666666666,1,1,Graduate
259,High,Mid,1,0.0,Mid,Mid,Mid2,Mid1,124.0,118.8,1,1,0,0,22,1,1,0,6,11.833333333333334,2,13.0,4,5,Dropout
260,Mid1,High,1,0.0,Mid,High,Mid2,Mid2,131.0,137.0,0,0,0,1,20,1,1,1,6,11.166666666666666,5,10.6,0,1,Graduate
261,Mid2,Low,1,0.0,Mid,Mid,Low,Low,100.0,100.0,0,0,0,0,34,1,0,1,0,0.0,0,0.0,6,6,Dropout
262,Low,Mid,1,0.0,Mid,High,Mid2,Mid2,130.0,120.0,0,1,0,0,30,1,1,0,8,11.75,6,12.166666666666666,4,6,Dropout
263,High,High,1,0.0,Mid,Mid,Mid2,Mid1,135.0,122.8,0,0,0,0,18,1,1,1,6,14.0,6,14.0,0,0,Graduate
264,High,High,1,0.0,High,Mid,Mid2,Mid2,130.0,121.6,0,0,0,0,18,1,1,1,6,12.833333333333334,6,12.0,0,0,Graduate
265,Mid2,High,1,0.0,Mid,Mid,Mid1,Mid2,146.0,149.2,1,0,0,0,18,1,1,1,4,12.25,3,11.666666666666666,2,3,Graduate
266,High,Mid,1,0.0,High,Mid,Mid1,Mid2,146.0,140.0,1,0,0,0,18,1,1,1,7,14.828571428571427,7,14.828571428571427,1,1,Graduate
267,Mid2,High,1,0.0,High,High,Mid2,Mid2,154.0,133.4,1,0,0,1,19,1,1,1,5,11.4,5,12.8,1,1,Graduate
268,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,137.0,126.2,1,0,0,1,19,1,1,1,6,13.0,6,12.5,0,0,Graduate
269,High,High,1,0.0,Mid,Mid,Mid2,Mid2,151.0,127.8,0,0,0,1,18,1,1,1,7,13.671428571428573,7,13.671428571428573,1,1,Graduate
270,Mid1,Mid,1,,Mid,High,Mid2,Mid2,150.0,150.0,0,0,0,1,21,1,1,1,6,12.666666666666666,5,12.8,0,1,Graduate
271,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,121.0,113.7,1,0,0,0,20,1,1,0,2,10.0,1,13.0,3,4,Dropout
272,Mid1,Mid,1,0.0,Low,Mid,Mid2,Mid2,122.0,117.8,1,0,0,0,20,1,1,1,5,13.5,5,12.333333333333334,0,0,Graduate
273,High,High,1,0.0,Mid,Mid,Mid1,Mid2,143.0,136.7,0,0,0,0,19,1,1,1,7,12.67,8,13.55,0,0,Graduate
274,High,High,1,0.0,Mid,High,Mid2,Mid2,152.0,144.7,0,0,0,0,20,1,1,1,6,14.5,6,15.428571428571429,0,0,Graduate
275,High,Mid,1,0.0,Low,Mid,Mid2,Mid2,145.0,139.8,1,0,0,0,18,1,1,1,7,13.685714285714283,8,15.3875,0,0,Graduate
276,Low,Mid,1,0.0,Mid,High,Mid2,Mid2,120.0,113.7,0,0,0,0,20,1,1,1,5,11.0,3,10.666666666666666,1,3,Dropout
277,Low,Low,0,1.0,Mid,Mid,Mid1,Low,140.0,140.0,0,1,0,0,29,2,1,0,7,11.555555555555555,5,13.2,2,2,Dropout
279,High,High,1,0.0,Mid,Mid,Mid2,Mid2,129.0,119.6,1,0,0,1,20,1,1,1,7,14.00375,7,13.812857142857142,0,1,Graduate
280,Mid1,High,1,0.0,High,Mid,Mid2,Mid2,139.0,123.7,1,0,0,1,22,1,1,1,4,12.0,4,11.4,1,1,Graduate
281,Mid2,High,1,0.0,Low,Mid,Mid2,Mid2,133.1,143.0,1,0,0,1,47,4,0,1,5,14.166666666666666,6,14.166666666666666,1,0,Graduate
282,Low,Mid,1,0.0,Mid,Mid,Mid1,Mid1,127.0,100.1,0,0,0,0,31,2,0,1,5,14.0,5,13.8,0,0,Graduate
283,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,126.0,119.4,0,0,0,1,21,1,1,1,5,13.8,6,12.833333333333334,1,0,Graduate
284,Mid2,High,1,0.0,High,High,Low,Low,128.0,122.1,0,0,0,0,21,1,0,1,5,12.8,6,11.857142857142858,1,0,Graduate
285,Mid2,Low,0,,Mid,Mid,Mid2,Mid1,100.0,100.0,0,0,0,0,24,2,1,1,6,12.166666666666666,6,13.833333333333334,0,0,Graduate
287,Mid2,Low,0,,Low,Mid,Low,Mid1,170.0,101.0,0,0,0,0,32,1,0,1,4,12.0,4,11.5,2,2,Graduate
288,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid1,117.0,111.8,1,0,0,1,19,1,0,1,6,10.833333333333334,6,11.5,0,0,Graduate
289,High,Low,1,0.0,Mid,Mid,Mid1,Mid1,140.0,140.0,1,0,0,0,24,1,1,1,8,13.385,8,13.385,0,0,Graduate
290,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,123.0,124.4,1,0,0,0,19,1,1,1,6,15.666666666666666,6,14.5,0,0,Graduate
291,Mid1,Mid,1,,Mid,Mid,Mid2,Mid2,150.0,150.0,0,1,0,1,19,1,1,1,6,14.333333333333334,6,13.833333333333334,0,0,Graduate
293,High,Mid,1,0.0,Mid,Mid,High,High,123.0,116.0,1,0,0,1,18,1,1,1,6,11.666666666666666,6,11.666666666666666,0,0,Graduate
294,Mid2,High,1,0.0,High,Mid,Mid2,Mid2,130.0,135.6,1,0,0,1,19,1,1,1,5,12.0,2,11.333333333333334,1,4,Dropout
295,High,High,1,0.0,Mid,High,Mid1,Mid1,137.0,121.0,0,0,0,1,19,2,1,1,7,14.725714285714288,7,14.725714285714288,1,1,Graduate
296,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,126.0,118.7,1,0,0,1,18,1,1,1,6,14.166666666666666,6,13.666666666666666,0,0,Graduate
297,High,High,1,0.0,Mid,Mid,Mid2,Mid2,125.0,125.7,1,0,0,0,18,1,1,1,6,11.571428571428571,6,12.333333333333334,0,0,Graduate
298,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,112.0,107.1,1,0,0,0,20,1,1,1,7,12.5,8,13.1375,0,0,Graduate
299,High,High,1,0.0,Mid,High,Mid2,Mid2,141.0,125.5,0,0,0,0,18,1,1,1,8,12.86,8,12.86,0,0,Graduate
300,Mid1,Mid,1,0.0,High,High,Mid2,Mid2,135.0,127.0,1,0,0,0,18,1,1,1,6,12.25,6,13.714285714285714,0,0,Graduate
301,Mid2,High,1,0.0,High,Mid,Mid2,Mid2,117.0,113.5,1,0,0,1,21,1,1,1,4,12.0,5,12.2,1,0,Graduate
302,High,High,1,0.0,Mid,Mid,Mid2,Mid2,160.0,154.4,0,0,0,1,18,1,1,1,7,15.116666666666667,8,16.168888888888887,0,0,Graduate
303,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,136.0,122.0,0,1,0,0,18,1,1,0,2,12.5,4,10.25,3,1,Dropout
304,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,143.0,128.0,1,0,0,0,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
306,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,117.2,1,0,0,0,18,1,1,1,6,11.875,4,14.6,0,2,Graduate
307,Low,Low,0,1.0,Mid,Mid,Low,Low,150.0,150.0,1,0,0,0,34,1,1,1,1,11.0,0,0.0,4,5,Dropout
308,Mid2,High,1,0.0,Low,Mid,Low,Low,142.0,155.3,0,0,0,0,19,1,1,1,5,15.2,5,13.2,0,0,Graduate
309,Low,Mid,1,,Mid,Mid,Mid2,Mid2,120.0,120.0,1,1,0,0,19,1,1,0,5,11.6,2,11.0,1,4,Dropout
310,High,Mid,1,0.0,Mid,Mid,Mid1,Mid1,160.0,116.1,0,1,0,0,26,1,1,1,6,14.833333333333334,6,15.142857142857142,0,0,Graduate
311,Low,Mid,1,0.0,Low,Low,Low,Low,133.1,118.9,1,0,0,0,21,1,1,1,3,11.333333333333334,3,11.333333333333334,3,3,Dropout
312,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,142.0,127.3,0,0,0,1,18,1,1,1,5,11.2,5,11.8,0,0,Graduate
313,Low,Mid,1,0.0,High,High,Mid2,Mid2,121.0,113.7,1,0,0,1,20,1,1,1,5,13.4,5,13.666666666666666,1,1,Graduate
314,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid1,135.0,118.5,0,0,0,0,25,1,1,1,2,10.5,0,0.0,3,5,Dropout
315,Mid1,High,1,0.0,Mid,High,Mid2,Mid2,153.0,146.7,0,0,0,0,18,1,1,1,5,16.2,5,16.4,0,0,Graduate
316,High,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,124.3,1,0,0,1,18,1,1,1,7,14.542857142857144,8,14.88181818181818,0,0,Graduate
317,High,High,1,0.0,Mid,Mid,Mid2,Mid2,152.0,137.8,0,0,0,0,19,1,1,1,7,13.694285714285714,8,14.355555555555554,0,0,Graduate
318,High,High,1,0.0,Mid,High,Mid2,Mid2,120.0,130.2,0,0,0,1,18,1,1,1,6,11.285714285714286,6,11.857142857142858,0,0,Graduate
320,Mid2,Low,1,,Mid,Mid,Mid2,Mid2,150.0,150.0,0,1,0,0,26,1,1,0,0,0.0,0,0.0,3,6,Dropout
321,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,100.0,100.0,1,0,0,1,19,1,1,1,7,13.058571428571428,7,13.058571428571428,1,1,Graduate
322,High,High,1,0.0,Mid,Mid,Mid2,Mid1,150.0,155.6,0,0,0,0,19,1,1,1,7,14.3,8,14.055555555555555,0,0,Graduate
323,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,124.0,117.4,0,0,0,0,19,1,1,1,5,11.8,8,12.0,5,2,Graduate
325,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,121.0,117.5,1,0,0,0,18,1,1,1,6,10.571428571428571,3,11.666666666666666,0,3,Graduate
326,High,Mid,1,1.0,Mid,Mid,Mid2,Mid2,134.0,120.4,1,0,0,0,19,1,1,1,6,13.333333333333334,6,13.333333333333334,1,1,Graduate
327,High,High,1,0.0,Mid,Mid,Mid2,Mid2,134.0,130.9,0,1,0,0,18,1,1,1,6,11.857142857142858,5,11.0,0,1,Graduate
331,Low,Mid,1,,Mid,Mid,Mid2,Mid2,151.0,151.0,0,1,0,0,26,1,1,1,0,0.0,0,0.0,5,5,Dropout
332,High,High,1,0.0,High,High,Mid2,Mid2,107.0,103.5,1,0,0,0,20,1,1,1,6,12.0,6,13.0,0,0,Graduate
333,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,126.0,119.4,0,0,0,0,19,1,0,1,6,12.666666666666666,6,11.666666666666666,0,0,Graduate
334,High,High,1,0.0,Low,Mid,Mid2,Mid2,133.0,134.4,1,0,0,1,18,1,1,1,6,12.166666666666666,6,13.666666666666666,0,0,Graduate
335,High,Mid,1,,High,Mid,Mid2,Mid2,140.0,143.0,0,0,0,0,19,1,1,1,6,13.333333333333334,6,14.666666666666666,0,0,Graduate
336,Low,Low,1,,Mid,Mid,Mid1,Mid1,110.0,110.0,0,1,0,0,40,1,1,1,7,15.0,7,14.571428571428571,0,0,Graduate
337,High,High,1,0.0,High,High,Mid2,Mid2,141.0,132.5,1,0,0,1,18,1,1,1,8,13.39125,8,13.39125,0,0,Graduate
338,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,122.0,114.7,0,0,0,0,19,1,1,1,5,12.166666666666666,6,12.428571428571429,1,0,Graduate
339,Low,Mid,1,0.0,Mid,High,Mid2,Mid2,156.0,166.9,0,0,0,0,18,1,1,1,4,11.25,4,12.5,1,1,Graduate
341,Mid1,High,1,0.0,Mid,Mid,Mid1,Mid1,188.0,178.3,1,0,0,0,18,1,1,1,0,0.0,0,0.0,0,0,Dropout
342,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid2,120.0,117.0,1,0,0,0,33,2,0,1,6,12.833333333333334,6,12.857142857142858,0,0,Graduate
343,Mid1,Low,0,1.0,Mid,Mid,Mid1,Mid1,130.0,150.0,0,0,0,0,35,1,1,1,6,14.0,6,13.1,0,0,Graduate
345,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,135.1,1,0,0,0,18,1,1,1,6,13.5,6,12.5,0,0,Graduate
347,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,136.2,0,0,0,0,39,4,0,1,5,11.0,5,11.666666666666666,0,0,Graduate
348,High,Low,1,0.0,Mid,Mid,Mid2,Mid2,120.0,116.0,0,0,0,0,44,2,1,1,6,13.0,6,13.833333333333334,0,0,Graduate
350,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,117.0,116.3,1,0,0,0,24,1,1,1,4,12.6,4,11.5,2,2,Dropout
351,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,123.0,134.0,0,0,0,1,20,1,1,1,6,13.666666666666666,6,13.333333333333334,0,0,Graduate
352,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,127.0,124.2,1,0,0,0,19,1,1,0,0,0.0,0,0.0,0,0,Dropout
353,High,High,1,0.0,Mid,High,Mid2,Mid2,151.0,134.5,0,1,0,1,18,2,1,1,6,14.2,6,14.2,1,1,Graduate
354,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,127.0,120.7,0,1,0,0,22,1,1,0,5,11.0,0,0.0,1,6,Dropout
355,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.0,127.1,1,0,0,0,18,1,1,1,6,15.0,6,16.428571428571427,0,0,Graduate
356,High,Low,0,,High,Mid,Mid2,Mid2,133.1,133.0,0,0,0,0,24,1,1,1,6,12.585714285714284,7,13.44285714285714,1,1,Graduate
357,Low,Low,1,0.0,Mid,Mid,Low,Mid2,133.1,128.2,0,0,0,0,33,1,0,1,0,0.0,0,0.0,5,5,Dropout
359,Mid2,Low,1,,Mid,Low,Mid1,Mid2,160.0,172.0,0,0,0,0,26,1,1,1,0,0.0,0,0.0,6,6,Dropout
360,Low,Mid,1,0.0,Mid,High,Mid2,Mid1,140.0,128.5,1,0,0,0,18,1,1,1,6,11.666666666666666,6,11.833333333333334,0,0,Graduate
361,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,146.0,128.5,0,1,0,0,19,1,1,1,3,12.666666666666666,2,10.0,3,4,Dropout
363,Mid2,High,1,,Mid,Mid,Mid2,Mid2,140.0,142.5,1,0,0,1,22,1,1,1,8,13.5,7,13.714285714285714,3,2,Graduate
365,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,133.1,106.0,1,0,0,1,21,1,1,1,6,16.153846153846153,6,15.75,0,0,Graduate
366,High,High,1,0.0,Mid,High,Mid2,Mid2,136.0,125.5,1,0,0,1,21,1,1,1,6,14.033333333333331,6,14.033333333333331,1,1,Graduate
368,Low,High,1,0.0,High,Mid,High,High,122.0,112.9,1,0,0,1,19,1,1,1,7,13.857142857142858,6,13.666666666666666,0,1,Graduate
369,High,High,1,0.0,Mid,Mid,Mid2,Mid2,138.0,124.8,1,0,0,0,18,1,1,1,7,13.414285714285716,7,13.414285714285716,1,1,Dropout
370,Mid2,Mid,1,0.0,Mid,Low,Mid2,Mid1,160.0,140.9,0,0,0,0,50,2,0,1,11,13.545454545454543,7,13.571428571428571,0,0,Graduate
372,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,161.0,148.4,0,0,0,1,19,1,1,1,6,13.833333333333334,6,14.428571428571429,0,0,Graduate
373,Low,Low,1,0.0,Mid,Mid,High,High,140.0,129.7,0,0,0,0,35,4,0,1,5,12.0,5,12.857142857142858,0,0,Graduate
374,Mid2,Low,0,,High,High,Mid2,Mid2,133.1,128.2,0,0,0,0,31,2,1,1,0,0.0,0,0.0,6,6,Dropout
376,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,130.0,119.9,1,0,0,0,34,1,1,0,0,0.0,0,0.0,5,5,Dropout
377,High,High,1,0.0,Mid,Mid,Mid2,Mid1,152.0,141.0,1,0,0,1,18,1,1,1,7,15.135714285714286,8,15.287499999999998,0,0,Graduate
380,High,Low,0,,High,Mid,Mid2,Mid2,133.1,140.0,0,0,0,1,26,4,1,1,5,12.74,6,10.978571428571428,2,2,Dropout
383,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,125.0,117.0,0,0,0,1,19,1,1,1,6,13.428571428571429,6,13.166666666666666,0,0,Graduate
384,Mid1,High,1,,Mid,Mid,Mid1,Mid1,140.0,140.2,0,0,0,0,20,1,1,1,9,12.555555555555555,8,11.11111111111111,2,1,Graduate
385,High,High,1,0.0,Low,Low,Low,Low,124.0,129.3,0,0,0,0,19,1,1,1,6,11.5,6,11.166666666666666,0,0,Graduate
386,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,145.3,0,0,0,0,18,1,1,1,6,13.666666666666666,6,12.333333333333334,0,0,Graduate
387,Low,Low,0,1.0,Mid,Mid,Mid2,Mid2,130.0,146.2,0,0,0,0,28,1,0,1,11,11.272727272727272,10,12.0,3,1,Graduate
389,Mid2,Mid,1,,Mid,Mid,Mid2,Mid2,160.0,156.1,0,0,0,1,21,1,0,1,6,14.666666666666666,6,14.166666666666666,0,0,Graduate
392,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,141.0,128.4,1,1,0,0,18,1,1,0,5,13.0,5,11.4,1,1,Dropout
393,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,115.0,0,0,0,0,20,1,1,0,2,10.5,2,12.333333333333334,3,3,Dropout
394,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,166.0,158.7,0,0,0,0,18,1,1,1,6,14.857142857142858,6,14.0,0,0,Graduate
395,High,High,1,0.0,Mid,Mid,Mid2,Mid2,147.0,124.5,1,0,0,1,19,1,1,1,7,12.86,7,12.86,1,1,Graduate
396,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,121.0,111.9,1,0,0,0,20,1,1,1,11,11.727272727272728,11,12.0,0,0,Graduate
397,Mid2,Mid,1,,High,Mid,Mid2,Mid2,150.0,150.0,1,0,0,1,22,1,1,1,6,13.142857142857142,3,12.0,0,3,Graduate
398,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,124.0,114.2,1,1,0,0,18,1,1,1,5,11.8,4,13.714285714285714,1,2,Dropout
399,Mid1,Mid,1,0.0,High,Mid,Mid2,Mid1,96.0,96.0,1,0,0,0,19,1,1,1,3,10.666666666666666,0,0.0,2,5,Dropout
404,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,142.0,131.3,1,0,0,0,19,1,1,1,7,14.731428571428571,7,14.731428571428571,1,1,Graduate
405,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,135.0,137.1,1,0,0,0,18,1,1,1,0,0.0,0,0.0,0,0,Graduate
406,Mid2,Low,1,,Mid,Mid,Mid2,Mid2,120.0,120.0,1,0,0,0,21,1,1,1,13,13.615384615384617,12,14.25,0,0,Graduate
407,Low,Low,1,,Mid,Mid,Mid2,Mid2,140.0,139.0,0,0,0,0,27,1,0,1,5,15.8,5,14.8,0,0,Graduate
408,High,Mid,1,0.0,Mid,Mid,Mid2,Mid1,135.0,129.1,0,0,0,0,19,1,1,1,6,14.666666666666666,6,14.571428571428571,0,0,Graduate
409,Mid2,Low,1,0.0,Low,Low,Low,Low,133.1,128.2,0,0,0,0,25,4,1,1,0,0.0,0,0.0,5,5,Dropout
410,High,High,1,0.0,Mid,Mid,Mid2,Mid2,137.0,120.8,1,0,0,1,18,1,1,1,7,14.654285714285717,7,14.654285714285717,1,1,Graduate
411,High,Low,0,1.0,Mid,Mid,Mid2,Mid2,122.0,135.8,0,0,0,0,24,1,1,1,7,12.401428571428571,7,12.401428571428571,1,1,Graduate
412,High,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,118.9,1,0,0,0,20,1,1,1,7,11.5875,7,14.071428571428571,0,1,Graduate
413,Low,Low,1,,Mid,Mid,Mid2,Mid2,140.0,140.0,0,0,0,0,26,1,0,1,5,14.0,5,15.6,0,0,Graduate
414,High,High,1,0.0,Mid,High,Mid2,Mid2,132.0,127.1,1,0,0,1,20,1,1,1,6,12.333333333333334,6,11.833333333333334,0,0,Graduate
415,Mid2,High,1,0.0,Mid,Mid,Low,Low,131.0,137.0,0,0,0,0,18,1,1,1,5,14.0,5,15.4,0,0,Graduate
416,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,126.0,127.4,1,0,0,0,19,1,1,1,6,15.23076923076923,6,12.375,0,0,Graduate
417,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,133.1,97.0,1,0,0,0,23,1,1,1,5,11.6,3,11.0,1,3,Dropout
418,High,High,1,0.0,Mid,Mid,Mid2,Mid2,136.0,126.3,1,0,0,1,18,1,1,1,6,11.6,6,11.6,1,1,Graduate
